EmployeeID,FirstName,LastName,Gender,Age,BusinessTravel,Department,DistanceFromHome (KM),State,Ethnicity,Education,EducationField,JobRole,MaritalStatus,Salary,StockOptionLevel,OverTime,HireDate,Attrition,YearsAtCompany,YearsInMostRecentRole,YearsSinceLastPromotion,YearsWithCurrManager,EducationLevelID,EducationLevel,PerformanceID,ReviewDate,EnvironmentSatisfaction,JobSatisfaction,RelationshipSatisfaction,TrainingOpportunitiesWithinYear,TrainingOpportunitiesTaken,WorkLifeBalance,SelfRating,ManagerRating,SatisfactionID,SatisfactionLevel,SatisfactionID_Job,SatisfactionLevel_Job,SatisfactionID_Rel,SatisfactionLevel_Rel,RatingID,RatingLevel,RatingID_Manager,RatingLevel_Manager
59DB-8465,Nancey,Luetkemeyers,Female,47,Frequent Traveller,Human Resources,3,CA,White,3,Marketing ,HR Executive,Married,85744,2,No,2013-03-02,No,9,0,9,8,3,Bachelors ,PR3933,5/1/2020,5.0,5.0,2.0,3.0,2.0,2.0,4.0,3.0,5.0,Very Satisfied,5.0,Very Satisfied,2.0,Dissatisfied,4.0,Exceeds Expectation ,3.0,Meets Expectation
59DB-8465,Nancey,Luetkemeyers,Female,47,Frequent Traveller,Human Resources,3,CA,White,3,Marketing ,HR Executive,Married,85744,2,No,2013-03-02,No,9,0,9,8,3,Bachelors ,PR4928,5/1/2021,5.0,5.0,3.0,2.0,0.0,2.0,5.0,4.0,5.0,Very Satisfied,5.0,Very Satisfied,3.0,Neutral,5.0,Above and Beyond,4.0,Exceeds Expectation 
59DB-8465,Nancey,Luetkemeyers,Female,47,Frequent Traveller,Human Resources,3,CA,White,3,Marketing ,HR Executive,Married,85744,2,No,2013-03-02,No,9,0,9,8,3,Bachelors ,PR6009,5/1/2022,5.0,5.0,5.0,1.0,2.0,3.0,5.0,4.0,5.0,Very Satisfied,5.0,Very Satisfied,5.0,Very Satisfied,5.0,Above and Beyond,4.0,Exceeds Expectation 
96F4-896C,Kerwin,Wheadon,Male,43,No Travel ,Technology,21,CA,White,4,Information Systems,Analytics Manager,Single,280756,0,No,2013-03-05,No,9,8,8,3,4,Masters ,PR1055,4/16/2016,5.0,5.0,5.0,3.0,2.0,3.0,3.0,2.0,5.0,Very Satisfied,5.0,Very Satisfied,5.0,Very Satisfied,3.0,Meets Expectation,2.0,Needs Improvement
96F4-896C,Kerwin,Wheadon,Male,43,No Travel ,Technology,21,CA,White,4,Information Systems,Analytics Manager,Single,280756,0,No,2013-03-05,No,9,8,8,3,4,Masters ,PR1604,4/16/2017,5.0,4.0,2.0,2.0,0.0,4.0,5.0,5.0,5.0,Very Satisfied,4.0,Satisfied ,2.0,Dissatisfied,5.0,Above and Beyond,5.0,Above and Beyond
96F4-896C,Kerwin,Wheadon,Male,43,No Travel ,Technology,21,CA,White,4,Information Systems,Analytics Manager,Single,280756,0,No,2013-03-05,No,9,8,8,3,4,Masters ,PR2259,4/16/2018,4.0,5.0,4.0,2.0,3.0,2.0,4.0,4.0,4.0,Satisfied ,5.0,Very Satisfied,4.0,Satisfied ,4.0,Exceeds Expectation ,4.0,Exceeds Expectation 
96F4-896C,Kerwin,Wheadon,Male,43,No Travel ,Technology,21,CA,White,4,Information Systems,Analytics Manager,Single,280756,0,No,2013-03-05,No,9,8,8,3,4,Masters ,PR3004,4/16/2019,5.0,3.0,3.0,1.0,1.0,5.0,4.0,4.0,5.0,Very Satisfied,3.0,Neutral,3.0,Neutral,4.0,Exceeds Expectation ,4.0,Exceeds Expectation 
96F4-896C,Kerwin,Wheadon,Male,43,No Travel ,Technology,21,CA,White,4,Information Systems,Analytics Manager,Single,280756,0,No,2013-03-05,No,9,8,8,3,4,Masters ,PR3879,4/15/2020,3.0,3.0,5.0,2.0,1.0,3.0,3.0,3.0,3.0,Neutral,3.0,Neutral,5.0,Very Satisfied,3.0,Meets Expectation,3.0,Meets Expectation
96F4-896C,Kerwin,Wheadon,Male,43,No Travel ,Technology,21,CA,White,4,Information Systems,Analytics Manager,Single,280756,0,No,2013-03-05,No,9,8,8,3,4,Masters ,PR4870,4/15/2021,5.0,5.0,3.0,2.0,2.0,2.0,4.0,4.0,5.0,Very Satisfied,5.0,Very Satisfied,3.0,Neutral,4.0,Exceeds Expectation ,4.0,Exceeds Expectation 
96F4-896C,Kerwin,Wheadon,Male,43,No Travel ,Technology,21,CA,White,4,Information Systems,Analytics Manager,Single,280756,0,No,2013-03-05,No,9,8,8,3,4,Masters ,PR5948,4/15/2022,5.0,4.0,5.0,3.0,2.0,3.0,3.0,2.0,5.0,Very Satisfied,4.0,Satisfied ,5.0,Very Satisfied,3.0,Meets Expectation,2.0,Needs Improvement
8026-658D,Dana,Lobb,Male,36,Some Travel,Technology,28,NY,Black or African American,3,Information Systems,Machine Learning Engineer,Married,174019,1,Yes,2013-03-07,No,9,8,9,1,3,Bachelors ,PR1175,6/26/2016,3.0,4.0,3.0,1.0,2.0,4.0,4.0,4.0,3.0,Neutral,4.0,Satisfied ,3.0,Neutral,4.0,Exceeds Expectation ,4.0,Exceeds Expectation 
8026-658D,Dana,Lobb,Male,36,Some Travel,Technology,28,NY,Black or African American,3,Information Systems,Machine Learning Engineer,Married,174019,1,Yes,2013-03-07,No,9,8,9,1,3,Bachelors ,PR1744,6/26/2017,3.0,4.0,4.0,3.0,0.0,5.0,3.0,3.0,3.0,Neutral,4.0,Satisfied ,4.0,Satisfied ,3.0,Meets Expectation,3.0,Meets Expectation
8026-658D,Dana,Lobb,Male,36,Some Travel,Technology,28,NY,Black or African American,3,Information Systems,Machine Learning Engineer,Married,174019,1,Yes,2013-03-07,No,9,8,9,1,3,Bachelors ,PR2410,6/26/2018,2.0,3.0,3.0,3.0,0.0,1.0,4.0,4.0,2.0,Dissatisfied,3.0,Neutral,3.0,Neutral,4.0,Exceeds Expectation ,4.0,Exceeds Expectation 
8026-658D,Dana,Lobb,Male,36,Some Travel,Technology,28,NY,Black or African American,3,Information Systems,Machine Learning Engineer,Married,174019,1,Yes,2013-03-07,No,9,8,9,1,3,Bachelors ,PR3184,6/26/2019,3.0,3.0,4.0,1.0,1.0,4.0,3.0,3.0,3.0,Neutral,3.0,Neutral,4.0,Satisfied ,3.0,Meets Expectation,3.0,Meets Expectation
8026-658D,Dana,Lobb,Male,36,Some Travel,Technology,28,NY,Black or African American,3,Information Systems,Machine Learning Engineer,Married,174019,1,Yes,2013-03-07,No,9,8,9,1,3,Bachelors ,PR4086,6/25/2020,5.0,5.0,2.0,3.0,0.0,5.0,5.0,5.0,5.0,Very Satisfied,5.0,Very Satisfied,2.0,Dissatisfied,5.0,Above and Beyond,5.0,Above and Beyond
8026-658D,Dana,Lobb,Male,36,Some Travel,Technology,28,NY,Black or African American,3,Information Systems,Machine Learning Engineer,Married,174019,1,Yes,2013-03-07,No,9,8,9,1,3,Bachelors ,PR5089,6/25/2021,3.0,3.0,4.0,3.0,1.0,2.0,5.0,5.0,3.0,Neutral,3.0,Neutral,4.0,Satisfied ,5.0,Above and Beyond,5.0,Above and Beyond
8026-658D,Dana,Lobb,Male,36,Some Travel,Technology,28,NY,Black or African American,3,Information Systems,Machine Learning Engineer,Married,174019,1,Yes,2013-03-07,No,9,8,9,1,3,Bachelors ,PR6185,6/25/2022,5.0,5.0,4.0,1.0,2.0,3.0,5.0,4.0,5.0,Very Satisfied,5.0,Very Satisfied,4.0,Satisfied ,5.0,Above and Beyond,4.0,Exceeds Expectation 
F997-FE6C,Meryl,Slucock,Female,40,Some Travel,Technology,17,NY,White,1,Information Systems,Software Engineer,Married,41601,0,No,2013-03-08,No,9,8,9,8,1,No Formal Qualifications,PR1488,2/21/2017,5.0,4.0,4.0,3.0,1.0,3.0,5.0,5.0,5.0,Very Satisfied,4.0,Satisfied ,4.0,Satisfied ,5.0,Above and Beyond,5.0,Above and Beyond
F997-FE6C,Meryl,Slucock,Female,40,Some Travel,Technology,17,NY,White,1,Information Systems,Software Engineer,Married,41601,0,No,2013-03-08,No,9,8,9,8,1,No Formal Qualifications,PR2126,2/21/2018,4.0,5.0,4.0,2.0,0.0,4.0,5.0,4.0,4.0,Satisfied ,5.0,Very Satisfied,4.0,Satisfied ,5.0,Above and Beyond,4.0,Exceeds Expectation 
F997-FE6C,Meryl,Slucock,Female,40,Some Travel,Technology,17,NY,White,1,Information Systems,Software Engineer,Married,41601,0,No,2013-03-08,No,9,8,9,8,1,No Formal Qualifications,PR2860,2/21/2019,3.0,3.0,3.0,3.0,2.0,4.0,4.0,4.0,3.0,Neutral,3.0,Neutral,3.0,Neutral,4.0,Exceeds Expectation ,4.0,Exceeds Expectation 
F997-FE6C,Meryl,Slucock,Female,40,Some Travel,Technology,17,NY,White,1,Information Systems,Software Engineer,Married,41601,0,No,2013-03-08,No,9,8,9,8,1,No Formal Qualifications,PR3715,2/21/2020,3.0,4.0,3.0,1.0,0.0,2.0,5.0,5.0,3.0,Neutral,4.0,Satisfied ,3.0,Neutral,5.0,Above and Beyond,5.0,Above and Beyond
F997-FE6C,Meryl,Slucock,Female,40,Some Travel,Technology,17,NY,White,1,Information Systems,Software Engineer,Married,41601,0,No,2013-03-08,No,9,8,9,8,1,No Formal Qualifications,PR4689,2/20/2021,3.0,4.0,3.0,3.0,1.0,2.0,5.0,5.0,3.0,Neutral,4.0,Satisfied ,3.0,Neutral,5.0,Above and Beyond,5.0,Above and Beyond
F997-FE6C,Meryl,Slucock,Female,40,Some Travel,Technology,17,NY,White,1,Information Systems,Software Engineer,Married,41601,0,No,2013-03-08,No,9,8,9,8,1,No Formal Qualifications,PR5753,2/20/2022,4.0,5.0,3.0,2.0,0.0,5.0,4.0,3.0,4.0,Satisfied ,5.0,Very Satisfied,3.0,Neutral,4.0,Exceeds Expectation ,3.0,Meets Expectation
F997-FE6C,Meryl,Slucock,Female,40,Some Travel,Technology,17,NY,White,1,Information Systems,Software Engineer,Married,41601,0,No,2013-03-08,No,9,8,9,8,1,No Formal Qualifications,PR946,2/22/2016,4.0,4.0,2.0,1.0,1.0,2.0,4.0,4.0,4.0,Satisfied ,4.0,Satisfied ,2.0,Dissatisfied,4.0,Exceeds Expectation ,4.0,Exceeds Expectation 
0C23-26DD,Bathsheba,Ablewhite,Female,35,Some Travel,Sales,23,NY,White,3,Economics,Sales Representative,Married,81389,1,No,2013-03-11,No,9,3,7,5,3,Bachelors ,PR1531,3/9/2017,5.0,2.0,4.0,3.0,3.0,2.0,4.0,4.0,5.0,Very Satisfied,2.0,Dissatisfied,4.0,Satisfied ,4.0,Exceeds Expectation ,4.0,Exceeds Expectation 
0C23-26DD,Bathsheba,Ablewhite,Female,35,Some Travel,Sales,23,NY,White,3,Economics,Sales Representative,Married,81389,1,No,2013-03-11,No,9,3,7,5,3,Bachelors ,PR2175,3/9/2018,5.0,3.0,4.0,1.0,2.0,4.0,5.0,5.0,5.0,Very Satisfied,3.0,Neutral,4.0,Satisfied ,5.0,Above and Beyond,5.0,Above and Beyond
0C23-26DD,Bathsheba,Ablewhite,Female,35,Some Travel,Sales,23,NY,White,3,Economics,Sales Representative,Married,81389,1,No,2013-03-11,No,9,3,7,5,3,Bachelors ,PR2912,3/9/2019,3.0,5.0,4.0,2.0,0.0,3.0,5.0,5.0,3.0,Neutral,5.0,Very Satisfied,4.0,Satisfied ,5.0,Above and Beyond,5.0,Above and Beyond
0C23-26DD,Bathsheba,Ablewhite,Female,35,Some Travel,Sales,23,NY,White,3,Economics,Sales Representative,Married,81389,1,No,2013-03-11,No,9,3,7,5,3,Bachelors ,PR3771,3/8/2020,5.0,2.0,5.0,3.0,2.0,5.0,4.0,4.0,5.0,Very Satisfied,2.0,Dissatisfied,5.0,Very Satisfied,4.0,Exceeds Expectation ,4.0,Exceeds Expectation 
0C23-26DD,Bathsheba,Ablewhite,Female,35,Some Travel,Sales,23,NY,White,3,Economics,Sales Representative,Married,81389,1,No,2013-03-11,No,9,3,7,5,3,Bachelors ,PR4752,3/8/2021,5.0,2.0,2.0,2.0,0.0,4.0,5.0,4.0,5.0,Very Satisfied,2.0,Dissatisfied,2.0,Dissatisfied,5.0,Above and Beyond,4.0,Exceeds Expectation 
0C23-26DD,Bathsheba,Ablewhite,Female,35,Some Travel,Sales,23,NY,White,3,Economics,Sales Representative,Married,81389,1,No,2013-03-11,No,9,3,7,5,3,Bachelors ,PR5819,3/8/2022,3.0,2.0,5.0,2.0,0.0,2.0,3.0,2.0,3.0,Neutral,2.0,Dissatisfied,5.0,Very Satisfied,3.0,Meets Expectation,2.0,Needs Improvement
0C23-26DD,Bathsheba,Ablewhite,Female,35,Some Travel,Sales,23,NY,White,3,Economics,Sales Representative,Married,81389,1,No,2013-03-11,No,9,3,7,5,3,Bachelors ,PR986,3/9/2016,4.0,5.0,3.0,3.0,1.0,5.0,4.0,4.0,4.0,Satisfied ,5.0,Very Satisfied,3.0,Neutral,4.0,Exceeds Expectation ,4.0,Exceeds Expectation 
7B9D-8612,Gizela,Pauncefoot,Female,32,Some Travel,Sales,9,IL,White,2,Marketing ,Sales Executive,Divorced,133865,1,Yes,2013-03-12,No,9,3,3,0,2,High School ,PR1298,10/31/2016,3.0,5.0,4.0,3.0,1.0,5.0,4.0,3.0,3.0,Neutral,5.0,Very Satisfied,4.0,Satisfied ,4.0,Exceeds Expectation ,3.0,Meets Expectation
7B9D-8612,Gizela,Pauncefoot,Female,32,Some Travel,Sales,9,IL,White,2,Marketing ,Sales Executive,Divorced,133865,1,Yes,2013-03-12,No,9,3,3,0,2,High School ,PR1911,10/31/2017,3.0,5.0,2.0,1.0,0.0,4.0,5.0,4.0,3.0,Neutral,5.0,Very Satisfied,2.0,Dissatisfied,5.0,Above and Beyond,4.0,Exceeds Expectation 
7B9D-8612,Gizela,Pauncefoot,Female,32,Some Travel,Sales,9,IL,White,2,Marketing ,Sales Executive,Divorced,133865,1,Yes,2013-03-12,No,9,3,3,0,2,High School ,PR2620,10/31/2018,3.0,2.0,5.0,1.0,1.0,4.0,4.0,4.0,3.0,Neutral,2.0,Dissatisfied,5.0,Very Satisfied,4.0,Exceeds Expectation ,4.0,Exceeds Expectation 
7B9D-8612,Gizela,Pauncefoot,Female,32,Some Travel,Sales,9,IL,White,2,Marketing ,Sales Executive,Divorced,133865,1,Yes,2013-03-12,No,9,3,3,0,2,High School ,PR3439,10/31/2019,1.0,2.0,3.0,3.0,0.0,4.0,3.0,2.0,1.0,Very Dissatisfied,2.0,Dissatisfied,3.0,Neutral,3.0,Meets Expectation,2.0,Needs Improvement
7B9D-8612,Gizela,Pauncefoot,Female,32,Some Travel,Sales,9,IL,White,2,Marketing ,Sales Executive,Divorced,133865,1,Yes,2013-03-12,No,9,3,3,0,2,High School ,PR4381,10/30/2020,4.0,4.0,3.0,1.0,0.0,4.0,4.0,4.0,4.0,Satisfied ,4.0,Satisfied ,3.0,Neutral,4.0,Exceeds Expectation ,4.0,Exceeds Expectation 
7B9D-8612,Gizela,Pauncefoot,Female,32,Some Travel,Sales,9,IL,White,2,Marketing ,Sales Executive,Divorced,133865,1,Yes,2013-03-12,No,9,3,3,0,2,High School ,PR5418,10/30/2021,4.0,5.0,4.0,3.0,1.0,2.0,3.0,2.0,4.0,Satisfied ,5.0,Very Satisfied,4.0,Satisfied ,3.0,Meets Expectation,2.0,Needs Improvement
7B9D-8612,Gizela,Pauncefoot,Female,32,Some Travel,Sales,9,IL,White,2,Marketing ,Sales Executive,Divorced,133865,1,Yes,2013-03-12,No,9,3,3,0,2,High School ,PR6533,10/30/2022,4.0,2.0,5.0,2.0,1.0,2.0,5.0,4.0,4.0,Satisfied ,2.0,Dissatisfied,5.0,Very Satisfied,5.0,Above and Beyond,4.0,Exceeds Expectation 
B3FE-D332,Josephine,Stickley,Female,30,Some Travel,Technology,42,CA,White,5,Computer Science,Software Engineer,Married,93181,0,No,2013-03-15,No,9,8,9,4,5,Doctorate,PR1539,3/13/2017,1.0,3.0,4.0,3.0,0.0,2.0,4.0,4.0,1.0,Very Dissatisfied,3.0,Neutral,4.0,Satisfied ,4.0,Exceeds Expectation ,4.0,Exceeds Expectation 
B3FE-D332,Josephine,Stickley,Female,30,Some Travel,Technology,42,CA,White,5,Computer Science,Software Engineer,Married,93181,0,No,2013-03-15,No,9,8,9,4,5,Doctorate,PR2183,3/13/2018,4.0,4.0,4.0,2.0,0.0,2.0,5.0,4.0,4.0,Satisfied ,4.0,Satisfied ,4.0,Satisfied ,5.0,Above and Beyond,4.0,Exceeds Expectation 
B3FE-D332,Josephine,Stickley,Female,30,Some Travel,Technology,42,CA,White,5,Computer Science,Software Engineer,Married,93181,0,No,2013-03-15,No,9,8,9,4,5,Doctorate,PR2920,3/13/2019,5.0,5.0,3.0,2.0,0.0,2.0,4.0,3.0,5.0,Very Satisfied,5.0,Very Satisfied,3.0,Neutral,4.0,Exceeds Expectation ,3.0,Meets Expectation
B3FE-D332,Josephine,Stickley,Female,30,Some Travel,Technology,42,CA,White,5,Computer Science,Software Engineer,Married,93181,0,No,2013-03-15,No,9,8,9,4,5,Doctorate,PR3780,3/12/2020,4.0,2.0,4.0,3.0,0.0,5.0,5.0,5.0,4.0,Satisfied ,2.0,Dissatisfied,4.0,Satisfied ,5.0,Above and Beyond,5.0,Above and Beyond
B3FE-D332,Josephine,Stickley,Female,30,Some Travel,Technology,42,CA,White,5,Computer Science,Software Engineer,Married,93181,0,No,2013-03-15,No,9,8,9,4,5,Doctorate,PR4762,3/12/2021,3.0,3.0,5.0,2.0,1.0,5.0,5.0,4.0,3.0,Neutral,3.0,Neutral,5.0,Very Satisfied,5.0,Above and Beyond,4.0,Exceeds Expectation 
B3FE-D332,Josephine,Stickley,Female,30,Some Travel,Technology,42,CA,White,5,Computer Science,Software Engineer,Married,93181,0,No,2013-03-15,No,9,8,9,4,5,Doctorate,PR5831,3/12/2022,5.0,2.0,4.0,3.0,1.0,5.0,3.0,2.0,5.0,Very Satisfied,2.0,Dissatisfied,4.0,Satisfied ,3.0,Meets Expectation,2.0,Needs Improvement
B3FE-D332,Josephine,Stickley,Female,30,Some Travel,Technology,42,CA,White,5,Computer Science,Software Engineer,Married,93181,0,No,2013-03-15,No,9,8,9,4,5,Doctorate,PR994,3/13/2016,4.0,4.0,3.0,1.0,1.0,3.0,4.0,3.0,4.0,Satisfied ,4.0,Satisfied ,3.0,Neutral,4.0,Exceeds Expectation ,3.0,Meets Expectation
1054-9C3B,Elizabeth,Babbe,Female,30,Some Travel,Technology,1,IL,Asian or Asian American,4,Other,Data Scientist,Married,40285,0,Yes,2013-03-21,Yes,1,1,1,0,4,Masters ,PR1518,3/5/2017,4.0,3.0,3.0,1.0,1.0,2.0,5.0,5.0,4.0,Satisfied ,3.0,Neutral,3.0,Neutral,5.0,Above and Beyond,5.0,Above and Beyond
1054-9C3B,Elizabeth,Babbe,Female,30,Some Travel,Technology,1,IL,Asian or Asian American,4,Other,Data Scientist,Married,40285,0,Yes,2013-03-21,Yes,1,1,1,0,4,Masters ,PR2159,3/5/2018,3.0,3.0,2.0,3.0,1.0,4.0,4.0,3.0,3.0,Neutral,3.0,Neutral,2.0,Dissatisfied,4.0,Exceeds Expectation ,3.0,Meets Expectation
1054-9C3B,Elizabeth,Babbe,Female,30,Some Travel,Technology,1,IL,Asian or Asian American,4,Other,Data Scientist,Married,40285,0,Yes,2013-03-21,Yes,1,1,1,0,4,Masters ,PR237,3/6/2014,3.0,5.0,4.0,1.0,0.0,2.0,3.0,3.0,3.0,Neutral,5.0,Very Satisfied,4.0,Satisfied ,3.0,Meets Expectation,3.0,Meets Expectation
1054-9C3B,Elizabeth,Babbe,Female,30,Some Travel,Technology,1,IL,Asian or Asian American,4,Other,Data Scientist,Married,40285,0,Yes,2013-03-21,Yes,1,1,1,0,4,Masters ,PR2894,3/5/2019,3.0,2.0,2.0,3.0,0.0,4.0,5.0,5.0,3.0,Neutral,2.0,Dissatisfied,2.0,Dissatisfied,5.0,Above and Beyond,5.0,Above and Beyond
1054-9C3B,Elizabeth,Babbe,Female,30,Some Travel,Technology,1,IL,Asian or Asian American,4,Other,Data Scientist,Married,40285,0,Yes,2013-03-21,Yes,1,1,1,0,4,Masters ,PR3750,3/4/2020,5.0,3.0,4.0,1.0,0.0,5.0,3.0,2.0,5.0,Very Satisfied,3.0,Neutral,4.0,Satisfied ,3.0,Meets Expectation,2.0,Needs Improvement
1054-9C3B,Elizabeth,Babbe,Female,30,Some Travel,Technology,1,IL,Asian or Asian American,4,Other,Data Scientist,Married,40285,0,Yes,2013-03-21,Yes,1,1,1,0,4,Masters ,PR4731,3/4/2021,4.0,4.0,2.0,3.0,2.0,4.0,4.0,4.0,4.0,Satisfied ,4.0,Satisfied ,2.0,Dissatisfied,4.0,Exceeds Expectation ,4.0,Exceeds Expectation 
1054-9C3B,Elizabeth,Babbe,Female,30,Some Travel,Technology,1,IL,Asian or Asian American,4,Other,Data Scientist,Married,40285,0,Yes,2013-03-21,Yes,1,1,1,0,4,Masters ,PR544,3/6/2015,3.0,5.0,3.0,1.0,2.0,5.0,3.0,3.0,3.0,Neutral,5.0,Very Satisfied,3.0,Neutral,3.0,Meets Expectation,3.0,Meets Expectation
1054-9C3B,Elizabeth,Babbe,Female,30,Some Travel,Technology,1,IL,Asian or Asian American,4,Other,Data Scientist,Married,40285,0,Yes,2013-03-21,Yes,1,1,1,0,4,Masters ,PR5799,3/4/2022,4.0,3.0,3.0,1.0,0.0,5.0,5.0,4.0,4.0,Satisfied ,3.0,Neutral,3.0,Neutral,5.0,Above and Beyond,4.0,Exceeds Expectation 
1054-9C3B,Elizabeth,Babbe,Female,30,Some Travel,Technology,1,IL,Asian or Asian American,4,Other,Data Scientist,Married,40285,0,Yes,2013-03-21,Yes,1,1,1,0,4,Masters ,PR71,3/6/2013,4.0,3.0,2.0,3.0,1.0,2.0,5.0,5.0,4.0,Satisfied ,3.0,Neutral,2.0,Dissatisfied,5.0,Above and Beyond,5.0,Above and Beyond
1054-9C3B,Elizabeth,Babbe,Female,30,Some Travel,Technology,1,IL,Asian or Asian American,4,Other,Data Scientist,Married,40285,0,Yes,2013-03-21,Yes,1,1,1,0,4,Masters ,PR973,3/5/2016,4.0,2.0,5.0,2.0,3.0,4.0,5.0,5.0,4.0,Satisfied ,2.0,Dissatisfied,5.0,Very Satisfied,5.0,Above and Beyond,5.0,Above and Beyond
1217-CE30,Marchelle,Duffield,Female,45,Some Travel,Sales,34,CA,American Indian or Alaska Native,3,Marketing,Sales Executive,Divorced,173037,3,No,2013-03-26,No,9,4,9,3,3,Bachelors ,PR1214,7/30/2016,3.0,2.0,5.0,1.0,1.0,5.0,4.0,4.0,3.0,Neutral,2.0,Dissatisfied,5.0,Very Satisfied,4.0,Exceeds Expectation ,4.0,Exceeds Expectation 
1217-CE30,Marchelle,Duffield,Female,45,Some Travel,Sales,34,CA,American Indian or Alaska Native,3,Marketing,Sales Executive,Divorced,173037,3,No,2013-03-26,No,9,4,9,3,3,Bachelors ,PR1801,7/30/2017,4.0,3.0,2.0,2.0,1.0,4.0,4.0,3.0,4.0,Satisfied ,3.0,Neutral,2.0,Dissatisfied,4.0,Exceeds Expectation ,3.0,Meets Expectation
1217-CE30,Marchelle,Duffield,Female,45,Some Travel,Sales,34,CA,American Indian or Alaska Native,3,Marketing,Sales Executive,Divorced,173037,3,No,2013-03-26,No,9,4,9,3,3,Bachelors ,PR2478,7/30/2018,3.0,4.0,4.0,1.0,2.0,2.0,3.0,2.0,3.0,Neutral,4.0,Satisfied ,4.0,Satisfied ,3.0,Meets Expectation,2.0,Needs Improvement
1217-CE30,Marchelle,Duffield,Female,45,Some Travel,Sales,34,CA,American Indian or Alaska Native,3,Marketing,Sales Executive,Divorced,173037,3,No,2013-03-26,No,9,4,9,3,3,Bachelors ,PR3268,7/30/2019,5.0,2.0,3.0,1.0,1.0,3.0,4.0,4.0,5.0,Very Satisfied,2.0,Dissatisfied,3.0,Neutral,4.0,Exceeds Expectation ,4.0,Exceeds Expectation 
1217-CE30,Marchelle,Duffield,Female,45,Some Travel,Sales,34,CA,American Indian or Alaska Native,3,Marketing,Sales Executive,Divorced,173037,3,No,2013-03-26,No,9,4,9,3,3,Bachelors ,PR4177,7/29/2020,5.0,5.0,3.0,1.0,1.0,4.0,3.0,3.0,5.0,Very Satisfied,5.0,Very Satisfied,3.0,Neutral,3.0,Meets Expectation,3.0,Meets Expectation
1217-CE30,Marchelle,Duffield,Female,45,Some Travel,Sales,34,CA,American Indian or Alaska Native,3,Marketing,Sales Executive,Divorced,173037,3,No,2013-03-26,No,9,4,9,3,3,Bachelors ,PR5193,7/29/2021,4.0,2.0,3.0,2.0,2.0,5.0,4.0,4.0,4.0,Satisfied ,2.0,Dissatisfied,3.0,Neutral,4.0,Exceeds Expectation ,4.0,Exceeds Expectation 
1217-CE30,Marchelle,Duffield,Female,45,Some Travel,Sales,34,CA,American Indian or Alaska Native,3,Marketing,Sales Executive,Divorced,173037,3,No,2013-03-26,No,9,4,9,3,3,Bachelors ,PR6296,7/29/2022,3.0,2.0,5.0,3.0,1.0,5.0,5.0,4.0,3.0,Neutral,2.0,Dissatisfied,5.0,Very Satisfied,5.0,Above and Beyond,4.0,Exceeds Expectation 
4500-37EB,Haydon,Bastable,Male,30,Frequent Traveller,Sales,40,CA,Mixed or multiple ethnic groups,2,Marketing,Sales Representative,Divorced,44632,1,No,2013-03-26,Yes,1,0,0,0,2,High School ,PR1545,3/16/2017,1.0,3.0,1.0,2.0,1.0,3.0,3.0,2.0,1.0,Very Dissatisfied,3.0,Neutral,1.0,Very Dissatisfied,3.0,Meets Expectation,2.0,Needs Improvement
4500-37EB,Haydon,Bastable,Male,30,Frequent Traveller,Sales,40,CA,Mixed or multiple ethnic groups,2,Marketing,Sales Representative,Divorced,44632,1,No,2013-03-26,Yes,1,0,0,0,2,High School ,PR2190,3/16/2018,3.0,4.0,5.0,1.0,0.0,4.0,4.0,3.0,3.0,Neutral,4.0,Satisfied ,5.0,Very Satisfied,4.0,Exceeds Expectation ,3.0,Meets Expectation
4500-37EB,Haydon,Bastable,Male,30,Frequent Traveller,Sales,40,CA,Mixed or multiple ethnic groups,2,Marketing,Sales Representative,Divorced,44632,1,No,2013-03-26,Yes,1,0,0,0,2,High School ,PR252,3/17/2014,3.0,2.0,2.0,3.0,0.0,3.0,4.0,3.0,3.0,Neutral,2.0,Dissatisfied,2.0,Dissatisfied,4.0,Exceeds Expectation ,3.0,Meets Expectation
4500-37EB,Haydon,Bastable,Male,30,Frequent Traveller,Sales,40,CA,Mixed or multiple ethnic groups,2,Marketing,Sales Representative,Divorced,44632,1,No,2013-03-26,Yes,1,0,0,0,2,High School ,PR2928,3/16/2019,4.0,5.0,2.0,2.0,1.0,5.0,5.0,4.0,4.0,Satisfied ,5.0,Very Satisfied,2.0,Dissatisfied,5.0,Above and Beyond,4.0,Exceeds Expectation 
4500-37EB,Haydon,Bastable,Male,30,Frequent Traveller,Sales,40,CA,Mixed or multiple ethnic groups,2,Marketing,Sales Representative,Divorced,44632,1,No,2013-03-26,Yes,1,0,0,0,2,High School ,PR3788,3/15/2020,5.0,4.0,5.0,1.0,0.0,3.0,4.0,3.0,5.0,Very Satisfied,4.0,Satisfied ,5.0,Very Satisfied,4.0,Exceeds Expectation ,3.0,Meets Expectation
4500-37EB,Haydon,Bastable,Male,30,Frequent Traveller,Sales,40,CA,Mixed or multiple ethnic groups,2,Marketing,Sales Representative,Divorced,44632,1,No,2013-03-26,Yes,1,0,0,0,2,High School ,PR4770,3/15/2021,4.0,4.0,4.0,2.0,1.0,5.0,4.0,3.0,4.0,Satisfied ,4.0,Satisfied ,4.0,Satisfied ,4.0,Exceeds Expectation ,3.0,Meets Expectation
